"days","degdays","subj","taxon","counts","fracBySubjDay"
0,0,"A3","Chlamydomonadales",32,0.00169878430747996
0,0,"A3","Chromulinales",21,0.00111482720178372
0,0,"A3","Cladosporiaceae",61,0.00323830758613367
0,0,"A3","Coleoptera",3,0.000159261028826246
0,0,"A3","Collembola",0,0
0,0,"A3","Cystofilobasidiaceae",0,0
0,0,"A3","Debaryomycetaceae",527,0.0279768540638106
0,0,"A3","Didymellaceae",1,5.30870096087487e-05
0,0,"A3","Dipodascaceae",19,0.00100865318256623
0,0,"A3","Diptera",1023,0.05430801082975
0,0,"A3","Eimeriorina",54,0.00286669851887243
0,0,"A3","Eustigmatales",0,0
0,0,"A3","Fabales",35,0.00185804533630621
0,0,"A3","Haptoria",1077,0.0571747093486224
0,0,"A3","Herpotrichiellaceae",2,0.000106174019217497
0,0,"A3","Hypotrichia",30,0.00159261028826246
0,0,"A3","Lichtheimiaceae",181,0.00960874873918352
0,0,"A3","Malasseziaceae",45,0.00238891543239369
0,0,"A3","Mucoraceae",416,0.0220841959972395
0,0,"A3","Neogregarinorida",0,0
0,0,"A3","Oligohymenophorea",98,0.00520252694165738
0,0,"A3","Opiliones",0,0
0,0,"A3","Peronosporomycetes",0,0
0,0,"A3","Phaeosphaeriaceae",1,5.30870096087487e-05
0,0,"A3","Phaffomycetaceae",158,0.0083877475181823
0,0,"A3","Pichiaceae",577,0.030631204544248
0,0,"A3","Poales",256,0.0135902744598397
0,0,"A3","Ranunculales",0,0
0,0,"A3","Rare",352,0.0186866273822796
0,0,"A3","Rhabditida",2336,0.124011254446037
0,0,"A3","Rhizaspididae",1,5.30870096087487e-05
0,0,"A3","Rhizopodaceae",98,0.00520252694165738
0,0,"A3","Rhynchogastremataceae",0,0
0,0,"A3","Saccharomycetaceae",75,0.00398152572065616
0,0,"A3","Saccharomycodaceae",0,0
0,0,"A3","Sapindales",4,0.000212348038434995
0,0,"A3","Schizosaccharomycetaceae",0,0
0,0,"A3","Sphaeropleales",0,0
0,0,"A3","Sporidiobolaceae",93,0.00493709189361363
0,0,"A3","Taphrinaceae",0,0
0,0,"A3","Trichosporonaceae",2563,0.136062005627223
0,0,"A3","Trichostomatia",7136,0.378828900568031
0,0,"A3","Trypanosomatida",121,0.0064235281626586
0,0,"A3","Ustilaginaceae",0,0
0,0,"A4","Acari",1,4.34480361487661e-05
0,0,"A4","Apiales",0,0
0,0,"A4","Ascaridida",561,0.0243743482794578
0,0,"A4","Aspergillaceae",1027,0.0446211331247828
0,0,"A4","Asterales",0,0
0,0,"A4","Bacillariophyceae",0,0
0,0,"A4","Chlamydomonadales",140,0.00608272506082725
0,0,"A4","Chromulinales",8,0.000347584289190129
0,0,"A4","Cladosporiaceae",198,0.00860271115745568
0,0,"A4","Coleoptera",2,8.68960722975322e-05
0,0,"A4","Collembola",0,0
0,0,"A4","Cystofilobasidiaceae",1,4.34480361487661e-05
0,0,"A4","Debaryomycetaceae",689,0.0299356969064998
0,0,"A4","Didymellaceae",1,4.34480361487661e-05
0,0,"A4","Dipodascaceae",10,0.000434480361487661
0,0,"A4","Diptera",1389,0.0603493222106361
0,0,"A4","Eimeriorina",24,0.00104275286757039
0,0,"A4","Eustigmatales",0,0
0,0,"A4","Fabales",12,0.000521376433785193
0,0,"A4","Haptoria",8,0.000347584289190129
0,0,"A4","Herpotrichiellaceae",5,0.00021724018074383
0,0,"A4","Hypotrichia",12,0.000521376433785193
0,0,"A4","Lichtheimiaceae",295,0.012817170663886
0,0,"A4","Malasseziaceae",10,0.000434480361487661
0,0,"A4","Mucoraceae",1162,0.0504866180048662
0,0,"A4","Neogregarinorida",0,0
0,0,"A4","Oligohymenophorea",57,0.00247653806047967
0,0,"A4","Opiliones",0,0
0,0,"A4","Peronosporomycetes",0,0
0,0,"A4","Phaeosphaeriaceae",4,0.000173792144595064
0,0,"A4","Phaffomycetaceae",287,0.0124695863746959
0,0,"A4","Pichiaceae",1113,0.0483576642335766
0,0,"A4","Poales",627,0.0272419186652763
0,0,"A4","Ranunculales",0,0
0,0,"A4","Rare",372,0.016162669447341
0,0,"A4","Rhabditida",8707,0.378302050747306
0,0,"A4","Rhizaspididae",4,0.000173792144595064
0,0,"A4","Rhizopodaceae",399,0.0173357664233577
0,0,"A4","Rhynchogastremataceae",0,0
0,0,"A4","Saccharomycetaceae",116,0.00503997219325686
0,0,"A4","Saccharomycodaceae",0,0
0,0,"A4","Sapindales",10,0.000434480361487661
0,0,"A4","Schizosaccharomycetaceae",0,0
0,0,"A4","Sphaeropleales",0,0
0,0,"A4","Sporidiobolaceae",186,0.00808133472367049
0,0,"A4","Taphrinaceae",0,0
0,0,"A4","Trichosporonaceae",4612,0.200382342718109
0,0,"A4","Trichostomatia",959,0.0416666666666667
0,0,"A4","Trypanosomatida",8,0.000347584289190129
0,0,"A4","Ustilaginaceae",0,0
0,0,"A5","Acari",0,0
0,0,"A5","Apiales",0,0
0,0,"A5","Ascaridida",1,0.000291800408520572
0,0,"A5","Aspergillaceae",24,0.00700320980449373
0,0,"A5","Asterales",0,0
0,0,"A5","Bacillariophyceae",2,0.000583600817041144
0,0,"A5","Chlamydomonadales",21,0.00612780857893201
0,0,"A5","Chromulinales",4,0.00116720163408229
0,0,"A5","Cladosporiaceae",3,0.000875401225561716
0,0,"A5","Coleoptera",0,0
0,0,"A5","Collembola",0,0
0,0,"A5","Cystofilobasidiaceae",0,0
0,0,"A5","Debaryomycetaceae",221,0.0644878902830464
0,0,"A5","Didymellaceae",0,0
0,0,"A5","Dipodascaceae",0,0
0,0,"A5","Diptera",24,0.00700320980449373
0,0,"A5","Eimeriorina",18,0.00525240735337029
0,0,"A5","Eustigmatales",0,0
0,0,"A5","Fabales",19,0.00554420776189087
0,0,"A5","Haptoria",0,0
0,0,"A5","Herpotrichiellaceae",0,0
0,0,"A5","Hypotrichia",5,0.00145900204260286
0,0,"A5","Lichtheimiaceae",1,0.000291800408520572
0,0,"A5","Malasseziaceae",0,0
0,0,"A5","Mucoraceae",17,0.00496060694484972
0,0,"A5","Neogregarinorida",0,0
0,0,"A5","Oligohymenophorea",176,0.0513568718996207
0,0,"A5","Opiliones",123,0.0358914502480303
0,0,"A5","Peronosporomycetes",12,0.00350160490224686
0,0,"A5","Phaeosphaeriaceae",1,0.000291800408520572
0,0,"A5","Phaffomycetaceae",2,0.000583600817041144
0,0,"A5","Pichiaceae",23,0.00671140939597315
0,0,"A5","Poales",113,0.0329734461628246
0,0,"A5","Ranunculales",0,0
0,0,"A5","Rare",11,0.00320980449372629
0,0,"A5","Rhabditida",1296,0.378173329442661
0,0,"A5","Rhizaspididae",0,0
0,0,"A5","Rhizopodaceae",2,0.000583600817041144
0,0,"A5","Rhynchogastremataceae",0,0
0,0,"A5","Saccharomycetaceae",594,0.17332944266122
0,0,"A5","Saccharomycodaceae",0,0
0,0,"A5","Sapindales",0,0
0,0,"A5","Schizosaccharomycetaceae",0,0
0,0,"A5","Sphaeropleales",0,0
0,0,"A5","Sporidiobolaceae",1,0.000291800408520572
0,0,"A5","Taphrinaceae",0,0
0,0,"A5","Trichosporonaceae",74,0.0215932302305223
0,0,"A5","Trichostomatia",637,0.185876860227604
0,0,"A5","Trypanosomatida",2,0.000583600817041144
0,0,"A5","Ustilaginaceae",0,0
0,0,"A6","Acari",0,0
0,0,"A6","Apiales",0,0
0,0,"A6","Ascaridida",3,0.000691244239631336
0,0,"A6","Aspergillaceae",46,0.0105990783410138
0,0,"A6","Asterales",0,0
0,0,"A6","Bacillariophyceae",3,0.000691244239631336
0,0,"A6","Chlamydomonadales",8,0.00184331797235023
0,0,"A6","Chromulinales",17,0.00391705069124424
0,0,"A6","Cladosporiaceae",14,0.0032258064516129
0,0,"A6","Coleoptera",0,0
0,0,"A6","Collembola",0,0
0,0,"A6","Cystofilobasidiaceae",0,0
0,0,"A6","Debaryomycetaceae",222,0.0511520737327189
0,0,"A6","Didymellaceae",0,0
0,0,"A6","Dipodascaceae",1,0.000230414746543779
0,0,"A6","Diptera",171,0.0394009216589862
0,0,"A6","Eimeriorina",13,0.00299539170506912
0,0,"A6","Eustigmatales",13,0.00299539170506912
0,0,"A6","Fabales",30,0.00691244239631336
0,0,"A6","Haptoria",1,0.000230414746543779
0,0,"A6","Herpotrichiellaceae",1,0.000230414746543779
0,0,"A6","Hypotrichia",7,0.00161290322580645
0,0,"A6","Lichtheimiaceae",2,0.000460829493087558
0,0,"A6","Malasseziaceae",1,0.000230414746543779
0,0,"A6","Mucoraceae",28,0.00645161290322581
0,0,"A6","Neogregarinorida",1,0.000230414746543779
0,0,"A6","Oligohymenophorea",48,0.0110599078341014
0,0,"A6","Opiliones",0,0
0,0,"A6","Peronosporomycetes",1,0.000230414746543779
0,0,"A6","Phaeosphaeriaceae",0,0
0,0,"A6","Phaffomycetaceae",5,0.00115207373271889
0,0,"A6","Pichiaceae",21,0.00483870967741936
0,0,"A6","Poales",128,0.0294930875576037
0,0,"A6","Ranunculales",0,0
0,0,"A6","Rare",40,0.00921658986175115
0,0,"A6","Rhabditida",2495,0.574884792626728
0,0,"A6","Rhizaspididae",7,0.00161290322580645
0,0,"A6","Rhizopodaceae",5,0.00115207373271889
0,0,"A6","Rhynchogastremataceae",0,0
0,0,"A6","Saccharomycetaceae",785,0.180875576036866
0,0,"A6","Saccharomycodaceae",0,0
0,0,"A6","Sapindales",0,0
0,0,"A6","Schizosaccharomycetaceae",0,0
0,0,"A6","Sphaeropleales",5,0.00115207373271889
0,0,"A6","Sporidiobolaceae",2,0.000460829493087558
0,0,"A6","Taphrinaceae",0,0
0,0,"A6","Trichosporonaceae",89,0.0205069124423963
0,0,"A6","Trichostomatia",122,0.028110599078341
0,0,"A6","Trypanosomatida",5,0.00115207373271889
0,0,"A6","Ustilaginaceae",0,0
1,27,"A1","Acari",3,0.00025612567232989
1,27,"A1","Apiales",0,0
1,27,"A1","Ascaridida",25,0.00213438060274908
1,27,"A1","Aspergillaceae",1451,0.123879450183557
1,27,"A1","Asterales",0,0
1,27,"A1","Bacillariophyceae",0,0
1,27,"A1","Chlamydomonadales",35,0.00298813284384871
1,27,"A1","Chromulinales",0,0
1,27,"A1","Cladosporiaceae",67,0.00572014001536754
1,27,"A1","Coleoptera",1,8.53752241099633e-05
1,27,"A1","Collembola",0,0
1,27,"A1","Cystofilobasidiaceae",0,0
1,27,"A1","Debaryomycetaceae",431,0.0367967215913942
1,27,"A1","Didymellaceae",125,0.0106719030137454
1,27,"A1","Dipodascaceae",8,0.000683001792879706
1,27,"A1","Diptera",290,0.0247588149918894
1,27,"A1","Eimeriorina",10,0.000853752241099633
1,27,"A1","Eustigmatales",0,0
1,27,"A1","Fabales",8,0.000683001792879706
1,27,"A1","Haptoria",0,0
1,27,"A1","Herpotrichiellaceae",0,0
1,27,"A1","Hypotrichia",0,0
1,27,"A1","Lichtheimiaceae",307,0.0262101938017587
1,27,"A1","Malasseziaceae",49,0.0041833859813882
1,27,"A1","Mucoraceae",435,0.037138222487834
1,27,"A1","Neogregarinorida",0,0
1,27,"A1","Oligohymenophorea",134,0.0114402800307351
1,27,"A1","Opiliones",0,0
1,27,"A1","Peronosporomycetes",0,0
1,27,"A1","Phaeosphaeriaceae",0,0
1,27,"A1","Phaffomycetaceae",26,0.00221975582685905
1,27,"A1","Pichiaceae",253,0.0215999316998207
1,27,"A1","Poales",175,0.0149406642192436
1,27,"A1","Ranunculales",0,0
1,27,"A1","Rare",283,0.0241611884231196
1,27,"A1","Rhabditida",2417,0.206351916673781
1,27,"A1","Rhizaspididae",0,0
1,27,"A1","Rhizopodaceae",101,0.00862289763510629
1,27,"A1","Rhynchogastremataceae",22,0.00187825493041919
1,27,"A1","Saccharomycetaceae",677,0.0577990267224451
1,27,"A1","Saccharomycodaceae",0,0
1,27,"A1","Sapindales",0,0
1,27,"A1","Schizosaccharomycetaceae",0,0
1,27,"A1","Sphaeropleales",0,0
1,27,"A1","Sporidiobolaceae",70,0.00597626568769743
1,27,"A1","Taphrinaceae",18,0.00153675403397934
1,27,"A1","Trichosporonaceae",1638,0.13984461709212
1,27,"A1","Trichostomatia",2654,0.226585844787843
1,27,"A1","Trypanosomatida",0,0
1,27,"A1","Ustilaginaceae",0,0
1,27,"A2","Acari",0,0
1,27,"A2","Apiales",0,0
1,27,"A2","Ascaridida",7,0.000532440861032935
1,27,"A2","Aspergillaceae",565,0.0429755837833726
1,27,"A2","Asterales",0,0
1,27,"A2","Bacillariophyceae",0,0
1,27,"A2","Chlamydomonadales",23,0.00174944854339393
1,27,"A2","Chromulinales",3,0.000228188940442687
1,27,"A2","Cladosporiaceae",64,0.00486803072944398
1,27,"A2","Coleoptera",2,0.000152125960295124
1,27,"A2","Collembola",0,0
1,27,"A2","Cystofilobasidiaceae",8,0.000608503841180497
1,27,"A2","Debaryomycetaceae",270,0.0205370046398418
1,27,"A2","Didymellaceae",77,0.00585684947136229
1,27,"A2","Dipodascaceae",11,0.000836692781623184
1,27,"A2","Diptera",1763,0.134099034000152
1,27,"A2","Eimeriorina",9,0.00068456682132806
1,27,"A2","Eustigmatales",0,0
1,27,"A2","Fabales",1,7.60629801475622e-05
1,27,"A2","Haptoria",0,0
1,27,"A2","Herpotrichiellaceae",1,7.60629801475622e-05
1,27,"A2","Hypotrichia",9,0.00068456682132806
1,27,"A2","Lichtheimiaceae",61,0.00463984178900129
1,27,"A2","Malasseziaceae",6,0.000456377880885373
1,27,"A2","Mucoraceae",296,0.0225146421236784
1,27,"A2","Neogregarinorida",0,0
1,27,"A2","Oligohymenophorea",50,0.00380314900737811
1,27,"A2","Opiliones",0,0
1,27,"A2","Peronosporomycetes",5,0.000380314900737811
1,27,"A2","Phaeosphaeriaceae",22,0.00167338556324637
1,27,"A2","Phaffomycetaceae",161,0.0122461398037575
1,27,"A2","Pichiaceae",438,0.0333155853046322
1,27,"A2","Poales",110,0.00836692781623184
1,27,"A2","Ranunculales",0,0
1,27,"A2","Rare",240,0.0182551152354149
1,27,"A2","Rhabditida",5126,0.389898836236404
1,27,"A2","Rhizaspididae",5,0.000380314900737811
1,27,"A2","Rhizopodaceae",108,0.00821480185593672
1,27,"A2","Rhynchogastremataceae",28,0.00212976344413174
1,27,"A2","Saccharomycetaceae",915,0.0695976268350194
1,27,"A2","Saccharomycodaceae",11,0.000836692781623184
1,27,"A2","Sapindales",2,0.000152125960295124
1,27,"A2","Schizosaccharomycetaceae",0,0
1,27,"A2","Sphaeropleales",0,0
1,27,"A2","Sporidiobolaceae",63,0.00479196774929642
1,27,"A2","Taphrinaceae",1,7.60629801475622e-05
1,27,"A2","Trichosporonaceae",1763,0.134099034000152
1,27,"A2","Trichostomatia",905,0.0688369970335438
1,27,"A2","Trypanosomatida",16,0.00121700768236099
1,27,"A2","Ustilaginaceae",2,0.000152125960295124
1,27,"A3","Acari",2,0.000197005516154452
1,27,"A3","Apiales",0,0
1,27,"A3","Ascaridida",0,0
1,27,"A3","Aspergillaceae",1286,0.126674546887313
1,27,"A3","Asterales",0,0
1,27,"A3","Bacillariophyceae",0,0
1,27,"A3","Chlamydomonadales",30,0.00295508274231678
1,27,"A3","Chromulinales",1,9.85027580772262e-05
1,27,"A3","Cladosporiaceae",92,0.00906225374310481
1,27,"A3","Coleoptera",3,0.000295508274231678
1,27,"A3","Collembola",0,0
1,27,"A3","Cystofilobasidiaceae",10,0.000985027580772262
1,27,"A3","Debaryomycetaceae",225,0.0221631205673759
1,27,"A3","Didymellaceae",277,0.0272852639873916
1,27,"A3","Dipodascaceae",9,0.000886524822695035
1,27,"A3","Diptera",670,0.0659968479117415
1,27,"A3","Eimeriorina",68,0.00669818754925138
1,27,"A3","Eustigmatales",0,0
1,27,"A3","Fabales",107,0.0105397951142632
1,27,"A3","Haptoria",27,0.00265957446808511
1,27,"A3","Herpotrichiellaceae",1,9.85027580772262e-05
1,27,"A3","Hypotrichia",98,0.00965327029156816
1,27,"A3","Lichtheimiaceae",270,0.0265957446808511
1,27,"A3","Malasseziaceae",0,0
1,27,"A3","Mucoraceae",245,0.0241331757289204
1,27,"A3","Neogregarinorida",0,0
1,27,"A3","Oligohymenophorea",0,0
1,27,"A3","Opiliones",0,0
1,27,"A3","Peronosporomycetes",167,0.0164499605988968
1,27,"A3","Phaeosphaeriaceae",23,0.0022655634357762
1,27,"A3","Phaffomycetaceae",44,0.00433412135539795
1,27,"A3","Pichiaceae",426,0.0419621749408983
1,27,"A3","Poales",349,0.0343774625689519
1,27,"A3","Ranunculales",0,0
1,27,"A3","Rare",227,0.0223601260835303
1,27,"A3","Rhabditida",1249,0.123029944838455
1,27,"A3","Rhizaspididae",51,0.00502364066193853
1,27,"A3","Rhizopodaceae",0,0
1,27,"A3","Rhynchogastremataceae",52,0.00512214342001576
1,27,"A3","Saccharomycetaceae",917,0.0903270291568164
1,27,"A3","Saccharomycodaceae",0,0
1,27,"A3","Sapindales",0,0
1,27,"A3","Schizosaccharomycetaceae",0,0
1,27,"A3","Sphaeropleales",0,0
1,27,"A3","Sporidiobolaceae",51,0.00502364066193853
1,27,"A3","Taphrinaceae",0,0
1,27,"A3","Trichosporonaceae",1123,0.110618597320725
1,27,"A3","Trichostomatia",2052,0.202127659574468
1,27,"A3","Trypanosomatida",0,0
1,27,"A3","Ustilaginaceae",0,0
1,27,"A4","Acari",0,0
1,27,"A4","Apiales",0,0
1,27,"A4","Ascaridida",0,0
1,27,"A4","Aspergillaceae",204,0.09375
1,27,"A4","Asterales",0,0
1,27,"A4","Bacillariophyceae",0,0
1,27,"A4","Chlamydomonadales",0,0
1,27,"A4","Chromulinales",0,0
1,27,"A4","Cladosporiaceae",62,0.0284926470588235
1,27,"A4","Coleoptera",6,0.00275735294117647
1,27,"A4","Collembola",1,0.000459558823529412
1,27,"A4","Cystofilobasidiaceae",23,0.0105698529411765
1,27,"A4","Debaryomycetaceae",85,0.0390625
1,27,"A4","Didymellaceae",108,0.0496323529411765
1,27,"A4","Dipodascaceae",6,0.00275735294117647
1,27,"A4","Diptera",4,0.00183823529411765
1,27,"A4","Eimeriorina",0,0
1,27,"A4","Eustigmatales",0,0
1,27,"A4","Fabales",19,0.00873161764705882
1,27,"A4","Haptoria",0,0
1,27,"A4","Herpotrichiellaceae",0,0
1,27,"A4","Hypotrichia",0,0
1,27,"A4","Lichtheimiaceae",3,0.00137867647058824
1,27,"A4","Malasseziaceae",1,0.000459558823529412
1,27,"A4","Mucoraceae",78,0.0358455882352941
1,27,"A4","Neogregarinorida",0,0
1,27,"A4","Oligohymenophorea",0,0
1,27,"A4","Opiliones",0,0
1,27,"A4","Peronosporomycetes",0,0
1,27,"A4","Phaeosphaeriaceae",8,0.00367647058823529
1,27,"A4","Phaffomycetaceae",106,0.0487132352941176
1,27,"A4","Pichiaceae",200,0.0919117647058824
1,27,"A4","Poales",123,0.0565257352941176
1,27,"A4","Ranunculales",0,0
1,27,"A4","Rare",76,0.0349264705882353
1,27,"A4","Rhabditida",39,0.0179227941176471
1,27,"A4","Rhizaspididae",0,0
1,27,"A4","Rhizopodaceae",5,0.00229779411764706
1,27,"A4","Rhynchogastremataceae",24,0.0110294117647059
1,27,"A4","Saccharomycetaceae",178,0.0818014705882353
1,27,"A4","Saccharomycodaceae",0,0
1,27,"A4","Sapindales",0,0
1,27,"A4","Schizosaccharomycetaceae",0,0
1,27,"A4","Sphaeropleales",0,0
1,27,"A4","Sporidiobolaceae",31,0.0142463235294118
1,27,"A4","Taphrinaceae",0,0
1,27,"A4","Trichosporonaceae",743,0.341452205882353
1,27,"A4","Trichostomatia",43,0.0197610294117647
1,27,"A4","Trypanosomatida",0,0
1,27,"A4","Ustilaginaceae",0,0
1,27,"A5","Acari",1,9.80392156862745e-05
1,27,"A5","Apiales",0,0
1,27,"A5","Ascaridida",6,0.000588235294117647
1,27,"A5","Aspergillaceae",862,0.0845098039215686
1,27,"A5","Asterales",0,0
1,27,"A5","Bacillariophyceae",1,9.80392156862745e-05
1,27,"A5","Chlamydomonadales",12,0.00117647058823529
1,27,"A5","Chromulinales",11,0.00107843137254902
1,27,"A5","Cladosporiaceae",129,0.0126470588235294
1,27,"A5","Coleoptera",4,0.000392156862745098
1,27,"A5","Collembola",0,0
1,27,"A5","Cystofilobasidiaceae",0,0
1,27,"A5","Debaryomycetaceae",271,0.0265686274509804
1,27,"A5","Didymellaceae",170,0.0166666666666667
1,27,"A5","Dipodascaceae",15,0.00147058823529412
1,27,"A5","Diptera",699,0.0685294117647059
1,27,"A5","Eimeriorina",29,0.00284313725490196
1,27,"A5","Eustigmatales",0,0
1,27,"A5","Fabales",4,0.000392156862745098
1,27,"A5","Haptoria",6,0.000588235294117647
1,27,"A5","Herpotrichiellaceae",3,0.000294117647058824
1,27,"A5","Hypotrichia",4,0.000392156862745098
1,27,"A5","Lichtheimiaceae",96,0.00941176470588235
1,27,"A5","Malasseziaceae",4,0.000392156862745098
1,27,"A5","Mucoraceae",245,0.0240196078431373
1,27,"A5","Neogregarinorida",0,0
1,27,"A5","Oligohymenophorea",39,0.00382352941176471
1,27,"A5","Opiliones",0,0
1,27,"A5","Peronosporomycetes",3,0.000294117647058824
1,27,"A5","Phaeosphaeriaceae",15,0.00147058823529412
1,27,"A5","Phaffomycetaceae",98,0.0096078431372549
1,27,"A5","Pichiaceae",450,0.0441176470588235
1,27,"A5","Poales",218,0.0213725490196078
1,27,"A5","Ranunculales",0,0
1,27,"A5","Rare",280,0.0274509803921569
1,27,"A5","Rhabditida",2660,0.26078431372549
1,27,"A5","Rhizaspididae",22,0.00215686274509804
1,27,"A5","Rhizopodaceae",61,0.00598039215686275
1,27,"A5","Rhynchogastremataceae",15,0.00147058823529412
1,27,"A5","Saccharomycetaceae",62,0.00607843137254902
1,27,"A5","Saccharomycodaceae",0,0
1,27,"A5","Sapindales",0,0
1,27,"A5","Schizosaccharomycetaceae",0,0
1,27,"A5","Sphaeropleales",0,0
1,27,"A5","Sporidiobolaceae",79,0.00774509803921569
1,27,"A5","Taphrinaceae",3,0.000294117647058824
1,27,"A5","Trichosporonaceae",1735,0.170098039215686
1,27,"A5","Trichostomatia",1877,0.184019607843137
1,27,"A5","Trypanosomatida",7,0.000686274509803922
1,27,"A5","Ustilaginaceae",4,0.000392156862745098
1,27,"A6","Acari",273,0.0147440051847051
